5.543876582234145145e-01,4.368600985462650632e-01,7.156120239750027312e-02,3.510901363065930814e-01,1.724925463709567897e-01,4.960531658175506564e-01,9.911633258645892175e-01,2.735952428714725215e-01,1.687317456167808094e-01,4.909583530618802372e-01,6.252115401216526980e-01,3.447879155006911001e-01,4.935157389334941802e-02,4.288410127597959143e-01,2.926104822625420487e-01,6.531523088396744559e-01,7.400484220203699115e-01,4.278049894738114589e-02,1.619099824482232025e-02,4.187675402772039757e-01,5.807608691120883515e-01,6.491101758874979755e-01,7.327884839860998589e-01,2.676294474685398939e-01,6.917960427308622595e-02,6.580426287468151836e-01
3.766680490335862913e-02,2.279107453932086857e-01,-5.284989792800837485e-03,5.617919413671758067e-01,-7.467749815700662486e-02,6.874412694623259767e-01,4.695134949492778265e-02,6.048575478881300649e-01,5.342772073587270798e-02,2.996724710813923886e-01,8.796429091197156547e-01,1.602035297632707078e-01,1.157281798211032015e-03,5.609192730294128015e-01,4.356524884971819667e-01,7.262466191059164800e-01,9.329564543660402443e-01,8.280564774688832230e-01,6.236878066943440935e-01,5.890354047216441735e-01,7.457227276006809236e-01,7.799429705610561037e-01,2.849311367105571407e-03,8.873109920594304256e-01,1.940904578452598284e-01,3.837080657316295773e-01
1.599459602942715497e-01,6.595951461978859509e-01,-1.904292999977718615e-01,2.706454302171806270e-01,5.413846404697043591e-01,7.876859485556021445e-01,8.450154252240611452e-01,1.245845434002292584e-01,3.057952170976033224e-02,8.978456313090147356e-01,-1.719438005753195359e-02,5.503306269162566711e-01,2.385360106790990892e-02,5.529666467212230874e-01,3.521092886833077085e-01,1.996491293643100906e-01,9.328873697098279960e-01,8.625716362038002849e-01,8.635665567325516712e-01,2.204081091676190485e-01,9.990846311155633375e-01,1.181763266607783053e-01,2.092138030885606625e-01,2.935552844246804849e-01,1.890528750776688527e-01,3.644123320869155358e-01
3.729399481470047628e-01,8.905228389387649379e-01,-1.746664863113468486e-03,4.941069134178481259e-01,-1.178636471613373482e-01,3.889528446306076415e-01,2.076242769487525175e-01,8.361300916091228830e-01,6.600691602944264158e-01,6.577874700184086487e-01,1.762856677087294710e-01,8.431138444793533360e-01,3.879166002260356697e-03,2.064724524892199709e-01,4.054315057752985729e-01,7.579875666323414585e-01,4.638713938434901873e-03,8.290442117763553442e-01,8.506073365699818867e-01,6.944865734380992750e-01,4.045721547304247934e-01,3.851050694769380112e-01,-2.438245704142905090e-02,7.676326471753075475e-01,7.258059783452673885e-01,7.444526133660598344e-01
5.339462252543287768e-01,7.512843057480128595e-01,-3.895751962341878483e-01,9.781474395800417998e-01,2.394397754069890194e-01,2.267380067724680537e-01,1.035029379675960620e-01,3.357983721003634514e-01,5.704172974537771168e-01,7.088761598868001945e-01,7.860460495473675646e-01,9.410736685452009143e-01,6.810355569500112782e-01,5.539716225775519476e-01,2.616627918326054347e-01,3.602209897093668900e-01,7.053453975428048972e-01,8.757148521847957223e-02,2.118167315877647616e-01,1.738930707787001428e-01,5.776883689081814266e-01,9.774199835213770449e-01,4.763233930993322485e-01,7.147217929675925285e-02,4.367214930696387554e-01,2.787127480622040854e-01
8.185547979544656183e-01,2.955729774162614287e-01,3.294453244894838487e-03,7.014014526535597982e-01,-1.256195913776656237e-01,6.956127562779470530e-01,9.747863961630318652e-01,7.073686266063584638e-01,7.100843411484668577e-01,5.611115623158043908e-01,2.066788677487413628e-01,9.043757650034440765e-01,-4.855904351863260938e-04,8.985138930836306104e-01,4.427844481746631700e-01,5.471407421476447430e-01,1.152439747650562951e-01,2.272936377649596995e-01,9.484724655682388872e-02,4.997737101336436893e-01,8.545999052304461552e-01,3.476221627868610886e-01,8.969110739127978960e-01,2.172306106836890682e-01,8.236893912531809692e-01,6.547228198401671140e-01
2.025736335018702705e-01,2.552869555113277400e-01,-1.830897257660667465e-01,5.838874029270345600e-01,-2.976842692896617404e-01,1.600438152339058173e-01,4.514193100766635269e-01,7.211988528950752375e-01,2.206066927283427404e-01,2.349304360324469543e-01,8.748212016884563402e-01,5.952190189568530299e-01,4.534350939624152144e-01,9.615740792413222104e-01,9.555292523685010586e-01,1.093052351181704289e-02,4.811405432742713040e-01,6.101805302990069846e-01,4.551754193463796727e-01,6.269097633963307548e-01,7.757932067431407841e-01,7.917045612875814875e-01,1.069614611238731833e-01,4.622546721647413648e-01,6.601771695757747693e-01,5.298356274791846676e-01
6.924028777920679945e-01,8.194025777863835902e-01,-5.370522423254149302e-01,6.272707315825645225e-01,-3.322095758069525395e-01,5.646152566001297890e-01,7.786704144243785652e-01,3.986204217610931355e-01,1.666931026523627846e-01,4.828332906150822335e-01,2.304439049775811599e-01,9.146497750293933748e-01,-2.462835547703967065e-01,1.029512947324541378e-01,8.410242435084186452e-01,9.172968212325023352e-01,1.897273585263507811e-01,7.495856976033010710e-01,5.138302119410754765e-01,6.324346598926930962e-01,4.177497964250806439e-01,4.143929256357447577e-01,4.292222630468964795e-01,2.152578500428344588e-01,3.965992283184061051e-01,7.809936336855694342e-03
9.463863539599505215e-01,4.307590058383055365e-02,7.571233408506857776e-01,8.745777537032574100e-01,-5.147873934971478604e-01,8.890111587900160206e-01,3.113080290035311060e-01,5.216219627409870441e-01,7.530093433596124486e-02,5.282197747032912893e-01,3.842116738907744300e-01,6.262952187619614808e-01,3.126956191134547952e-02,1.939434466421280090e-01,7.273346724878266834e-01,1.339398228675236016e-02,2.420657347525923542e-01,-4.587101606018197802e-02,8.447351980950771333e-01,6.136620090054711874e-01,9.955420557575289653e-01,5.640585225417787951e-01,5.352207255225828186e-01,4.043169439075657290e-01,4.716186539439429226e-01,4.889832726929885243e-01
4.382323494534454689e-01,6.276873866348917641e-01,1.140109026062437365e-02,8.075090128319604155e-01,-6.560354033274053143e-02,3.366552273700538778e-01,8.064963222664620623e-01,3.437423969297245252e-01,3.067444555758130909e-01,5.875520747510016850e-01,3.660757216626129851e-01,1.982549336332196377e-01,1.721729638153067683e-03,3.526548207003198931e-01,7.989998337498323000e-01,5.222647734626089111e-01,5.305946461019437344e-01,2.621631130444248420e-02,6.376490931578461252e-01,9.302737871143605952e-01,5.020178079921268077e-01,7.715703501581177015e-01,-8.481048043016770413e-03,9.438320279924454770e-01,7.004802622858815608e-01,4.419865738683016465e-01
